indication_mesh_id,indication_mesh_term,n_pairs,n_genes,n_A,n_B,has_exact_candidate,best_overall_score,binary_candidate_1,binary_candidate_2,binary_candidate_3,selected_panukb_phenotype_id,mapping_tier,mapping_rationale,reviewer_notes,exclude_reason,quantitative_candidate_1,quantitative_candidate_2
D006333,Heart Failure,1,1,0,1,False,44.64285714285714,"id=phecode|411|both_sexes|| | type=phecode | description=Ischemic Heart Disease | pops=CSA,EUR | N_AFR=400 | N_AMR=69 | N_CSA=1374 | N_EAS=103 | N_EUR=37672 | N_MID=163 | rank_score=44.64285714285714 | containment=0.5 | exact=False","id=icd10|I25|both_sexes|| | type=icd10 | description=I25 Chronic ischaemic heart disease | pops=CSA,EUR | N_AFR=302 | N_AMR=52 | N_CSA=1205 | N_EAS=83 | N_EUR=31148 | N_MID=136 | rank_score=39.64814814814815 | containment=0.5 | exact=False","id=phecode|411.8|both_sexes|| | type=phecode | description=Other chronic ischemic heart disease, unspecified | pops=CSA,EAS,EUR | N_AFR=302 | N_AMR=52 | N_CSA=1205 | N_EAS=83 | N_EUR=31198 | N_MID=136 | rank_score=38.90163934426229 | containment=0.5 | exact=False",,,,,,,
D019337,Hematologic Neoplasms,1,1,0,1,False,12.142857142857142,"id=icd10|K44|both_sexes|| | type=icd10 | description=K44 Diaphragmatic hernia | pops=EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33359 | N_MID=139 | rank_score=12.142857142857142 | containment=0.0 | exact=False","id=phecode|550.2|both_sexes|| | type=phecode | description=Diaphragmatic hernia | pops=CSA,EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33482 | N_MID=139 | rank_score=11.78048780487805 | containment=0.0 | exact=False","id=phecode|530|both_sexes|| | type=phecode | description=Diseases of esophagus | pops=EUR,MID | N_AFR=519 | N_AMR=95 | N_CSA=964 | N_EAS=151 | N_EUR=42944 | N_MID=172 | rank_score=11.571428571428571 | containment=0.0 | exact=False",,,,,,,
D006432,Hemochromatosis,1,1,0,1,False,14.03448275862069,"id=phecode|740|both_sexes|| | type=phecode | description=Osteoarthrosis | pops=EUR,MID | N_AFR=423 | N_AMR=53 | N_CSA=547 | N_EAS=74 | N_EUR=36073 | N_MID=86 | rank_score=14.03448275862069 | containment=0.0 | exact=False","id=phecode|411|both_sexes|| | type=phecode | description=Ischemic Heart Disease | pops=CSA,EUR | N_AFR=400 | N_AMR=69 | N_CSA=1374 | N_EAS=103 | N_EUR=37672 | N_MID=163 | rank_score=12.72972972972973 | containment=0.0 | exact=False","id=phecode|574.1|both_sexes|| | type=phecode | description=Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=255 | N_EAS=68 | N_EUR=17278 | rank_score=12.655172413793103 | containment=0.0 | exact=False",,,,,,,
D006712,Homocystinuria,1,1,0,1,False,12.333333333333334,"id=phecode|550|both_sexes|| | type=phecode | description=Abdominal hernia | pops=EAS,EUR | N_AFR=617 | N_AMR=112 | N_EAS=128 | N_EUR=56668 | N_MID=224 | rank_score=12.333333333333334 | containment=0.0 | exact=False","id=icd10|K44|both_sexes|| | type=icd10 | description=K44 Diaphragmatic hernia | pops=EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33359 | N_MID=139 | rank_score=11.43984962406015 | containment=0.0 | exact=False","id=phecode|550.2|both_sexes|| | type=phecode | description=Diaphragmatic hernia | pops=CSA,EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33482 | N_MID=139 | rank_score=11.235294117647058 | containment=0.0 | exact=False",,,,,,"id=continuous|30530|both_sexes||irnt | type=continuous | description=Sodium in urine | pops=CSA,EUR,MID | N_AFR=6370 | N_AMR=937 | N_CSA=8453 | N_EAS=2619 | N_EUR=407610 | N_MID=1523 | rank_score=10.644183402804092 | containment=0.0 | exact=False",
D006934,Hypercalcemia,1,1,1,0,False,14.2,"id=phecode|401|both_sexes|| | type=phecode | description=Hypertension | pops=CSA,EUR | N_AFR=2037 | N_AMR=160 | N_CSA=2690 | N_EAS=431 | N_EUR=94311 | N_MID=348 | rank_score=14.2 | containment=0.0 | exact=False","id=icd10|K42|both_sexes|| | type=icd10 | description=K42 Umbilical hernia | pops=CSA,EUR | N_AFR=105 | N_CSA=90 | N_EUR=4511 | rank_score=11.754208754208754 | containment=0.0 | exact=False","id=phecode|550.4|both_sexes|| | type=phecode | description=Umbilical hernia | pops=CSA,EUR | N_AFR=105 | N_CSA=90 | N_EUR=4541 | rank_score=11.275862068965518 | containment=0.0 | exact=False",,,,,,,
D008072,Hyperlipoproteinemia Type I,1,1,1,0,False,44.97368421052632,"id=categorical|1428|both_sexes|0| | type=categorical | description=Spread type | pops=CSA,EUR,MID | N_AFR=1170 | N_AMR=188 | N_CSA=1232 | N_EAS=564 | N_EUR=42617 | N_MID=492 | rank_score=44.97368421052632 | containment=0.5 | exact=False","id=categorical|1428|both_sexes|1| | type=categorical | description=Spread type | pops=EAS,EUR | N_AFR=2276 | N_AMR=392 | N_CSA=2611 | N_EAS=984 | N_EUR=152410 | N_MID=503 | rank_score=44.97368421052632 | containment=0.5 | exact=False","id=categorical|1468|both_sexes|2| | type=categorical | description=Cereal type | pops=EUR,MID | N_AFR=749 | N_AMR=88 | N_CSA=1365 | N_EAS=196 | N_EUR=62649 | N_MID=171 | rank_score=43.94283912395368 | containment=0.5 | exact=False",,,,,,,
D049950,"Hyperparathyroidism, Primary",1,1,1,0,False,12.0812324929972,"id=categorical|2335|both_sexes|2335| | type=categorical | description=Chest pain or discomfort | pops=CSA,EUR | N_AFR=1620 | N_AMR=192 | N_CSA=1865 | N_EAS=491 | N_EUR=65852 | N_MID=363 | rank_score=12.0812324929972 | containment=0.0 | exact=False","id=phecode|740|both_sexes|| | type=phecode | description=Osteoarthrosis | pops=EUR,MID | N_AFR=423 | N_AMR=53 | N_CSA=547 | N_EAS=74 | N_EUR=36073 | N_MID=86 | rank_score=11.78048780487805 | containment=0.0 | exact=False","id=phecode|716|both_sexes|| | type=phecode | description=Other arthropathies | pops=EAS,EUR | N_AFR=607 | N_AMR=74 | N_CSA=881 | N_EAS=117 | N_EUR=42030 | N_MID=123 | rank_score=11.695652173913045 | containment=0.0 | exact=False",,,,,,,
D006962,"Hyperparathyroidism, Secondary",1,1,1,0,False,12.6102980074061,"id=categorical|2335|both_sexes|2335| | type=categorical | description=Chest pain or discomfort | pops=CSA,EUR | N_AFR=1620 | N_AMR=192 | N_CSA=1865 | N_EAS=491 | N_EUR=65852 | N_MID=363 | rank_score=12.6102980074061 | containment=0.0 | exact=False","id=categorical|20004|both_sexes|1477| | type=categorical | description=Operation code | pops=EUR,MID | N_AFR=557 | N_AMR=118 | N_CSA=666 | N_EAS=254 | N_EUR=21130 | N_MID=102 | rank_score=12.319448869066582 | containment=0.0 | exact=False","id=categorical|20004|both_sexes|1478| | type=categorical | description=Operation code | pops=AFR,EUR | N_AFR=129 | N_AMR=101 | N_CSA=233 | N_EAS=85 | N_EUR=65576 | N_MID=112 | rank_score=12.319448869066582 | containment=0.0 | exact=False",,,,,,,
D006980,Hyperthyroidism,1,1,0,1,False,14.03448275862069,"id=phecode|740|both_sexes|| | type=phecode | description=Osteoarthrosis | pops=EUR,MID | N_AFR=423 | N_AMR=53 | N_CSA=547 | N_EAS=74 | N_EUR=36073 | N_MID=86 | rank_score=14.03448275862069 | containment=0.0 | exact=False","id=phecode|716|both_sexes|| | type=phecode | description=Other arthropathies | pops=EAS,EUR | N_AFR=607 | N_AMR=74 | N_CSA=881 | N_EAS=117 | N_EUR=42030 | N_MID=123 | rank_score=13.588235294117649 | containment=0.0 | exact=False","id=phecode|401|both_sexes|| | type=phecode | description=Hypertension | pops=CSA,EUR | N_AFR=2037 | N_AMR=160 | N_CSA=2690 | N_EAS=431 | N_EUR=94311 | N_MID=348 | rank_score=13.37037037037037 | containment=0.0 | exact=False",,,,,,,
D052456,Hypoalphalipoproteinemias,1,1,0,1,False,13.658536585365855,"id=icd10|K80|both_sexes|| | type=icd10 | description=K80 Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=253 | N_EAS=67 | N_EUR=16983 | rank_score=12.39773404889684 | containment=0.0 | exact=False","id=phecode|574.1|both_sexes|| | type=phecode | description=Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=255 | N_EAS=68 | N_EUR=17278 | rank_score=12.230769230769232 | containment=0.0 | exact=False","id=icd10|Z86|both_sexes|| | type=icd10 | description=Z86 Personal history of certain other diseases | pops=EUR,MID | N_AFR=798 | N_AMR=131 | N_CSA=1069 | N_EAS=190 | N_EUR=64593 | N_MID=230 | rank_score=11.912964969302998 | containment=0.0 | exact=False",,,,,,"id=biomarkers|30630|both_sexes||irnt | type=biomarkers | description=Apolipoprotein A | pops=CSA,EUR,MID | N_AFR=5732 | N_AMR=846 | N_CSA=7679 | N_EAS=2325 | N_EUR=364987 | N_MID=1360 | rank_score=13.658536585365855 | containment=0.0 | exact=False","id=biomarkers|30640|both_sexes||irnt | type=biomarkers | description=Apolipoprotein B | pops=CSA,EUR | N_AFR=6169 | N_AMR=932 | N_CSA=8352 | N_EAS=2553 | N_EUR=399003 | N_MID=1496 | rank_score=12.682926829268292 | containment=0.0 | exact=False"
D006996,Hypocalcemia,1,1,0,1,False,12.230769230769232,"id=phecode|574.1|both_sexes|| | type=phecode | description=Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=255 | N_EAS=68 | N_EUR=17278 | rank_score=12.230769230769232 | containment=0.0 | exact=False","id=icd10|K80|both_sexes|| | type=icd10 | description=K80 Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=253 | N_EAS=67 | N_EUR=16983 | rank_score=12.153846153846152 | containment=0.0 | exact=False","id=icd10|K42|both_sexes|| | type=icd10 | description=K42 Umbilical hernia | pops=CSA,EUR | N_AFR=105 | N_CSA=90 | N_EUR=4511 | rank_score=11.653846153846152 | containment=0.0 | exact=False",,,,,,,
D007014,Hypophosphatasia,1,1,1,0,False,12.8,"id=phecode|401|both_sexes|| | type=phecode | description=Hypertension | pops=CSA,EUR | N_AFR=2037 | N_AMR=160 | N_CSA=2690 | N_EAS=431 | N_EUR=94311 | N_MID=348 | rank_score=11.571428571428571 | containment=0.0 | exact=False","id=phecode|574.1|both_sexes|| | type=phecode | description=Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=255 | N_EAS=68 | N_EUR=17278 | rank_score=11.0 | containment=0.0 | exact=False","id=categorical|6141|both_sexes|1| | type=categorical | description=How are people in household related to participant | pops=CSA,EUR | N_AFR=2799 | N_AMR=629 | N_CSA=6488 | N_EAS=1847 | N_EUR=309041 | N_MID=974 | rank_score=10.87878787878788 | containment=0.0 | exact=False",,,,,,"id=biomarkers|30810|both_sexes||irnt | type=biomarkers | description=Phosphate | pops=CSA,EUR | N_AFR=5750 | N_AMR=854 | N_CSA=7685 | N_EAS=2342 | N_EUR=366484 | N_MID=1360 | rank_score=12.8 | containment=0.0 | exact=False","id=biomarkers|30610|both_sexes||irnt | type=biomarkers | description=Alkaline phosphatase | pops=CSA,EUR,MID | N_AFR=6216 | N_AMR=938 | N_CSA=8422 | N_EAS=2572 | N_EUR=400988 | N_MID=1497 | rank_score=11.11111111111111 | containment=0.0 | exact=False"
D017674,Hypophosphatemia,1,1,0,1,False,14.4,"id=phecode|401|both_sexes|| | type=phecode | description=Hypertension | pops=CSA,EUR | N_AFR=2037 | N_AMR=160 | N_CSA=2690 | N_EAS=431 | N_EUR=94311 | N_MID=348 | rank_score=11.571428571428571 | containment=0.0 | exact=False","id=icd10|I25|both_sexes|| | type=icd10 | description=I25 Chronic ischaemic heart disease | pops=CSA,EUR | N_AFR=302 | N_AMR=52 | N_CSA=1205 | N_EAS=83 | N_EUR=31148 | N_MID=136 | rank_score=11.058823529411764 | containment=0.0 | exact=False","id=icd10|K44|both_sexes|| | type=icd10 | description=K44 Diaphragmatic hernia | pops=EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33359 | N_MID=139 | rank_score=11.0 | containment=0.0 | exact=False",,,,,,"id=biomarkers|30810|both_sexes||irnt | type=biomarkers | description=Phosphate | pops=CSA,EUR | N_AFR=5750 | N_AMR=854 | N_CSA=7685 | N_EAS=2342 | N_EUR=366484 | N_MID=1360 | rank_score=14.4 | containment=0.0 | exact=False","id=biomarkers|30610|both_sexes||irnt | type=biomarkers | description=Alkaline phosphatase | pops=CSA,EUR,MID | N_AFR=6216 | N_AMR=938 | N_CSA=8422 | N_EAS=2572 | N_EUR=400988 | N_MID=1497 | rank_score=10.0 | containment=0.0 | exact=False"
D007037,Hypothyroidism,1,1,1,0,False,13.0,"id=phecode|574.1|both_sexes|| | type=phecode | description=Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=255 | N_EAS=68 | N_EUR=17278 | rank_score=13.0 | containment=0.0 | exact=False","id=phecode|740|both_sexes|| | type=phecode | description=Osteoarthrosis | pops=EUR,MID | N_AFR=423 | N_AMR=53 | N_CSA=547 | N_EAS=74 | N_EUR=36073 | N_MID=86 | rank_score=13.0 | containment=0.0 | exact=False","id=icd10|K80|both_sexes|| | type=icd10 | description=K80 Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=253 | N_EAS=67 | N_EUR=16983 | rank_score=12.821428571428571 | containment=0.0 | exact=False",,,,,,,
D020177,Idiopathic Hypersomnia,1,1,0,1,False,16.333333333333332,"id=phecode|550.2|both_sexes|| | type=phecode | description=Diaphragmatic hernia | pops=CSA,EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33482 | N_MID=139 | rank_score=16.333333333333332 | containment=0.0 | exact=False","id=icd10|K44|both_sexes|| | type=icd10 | description=K44 Diaphragmatic hernia | pops=EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33359 | N_MID=139 | rank_score=16.285024154589372 | containment=0.0 | exact=False","id=icd10|K42|both_sexes|| | type=icd10 | description=K42 Umbilical hernia | pops=CSA,EUR | N_AFR=105 | N_CSA=90 | N_EUR=4511 | rank_score=13.634920634920634 | containment=0.0 | exact=False",,,,,,,
D055623,"Keratosis, Actinic",1,1,0,1,False,13.412903225806453,"id=icd10|M16|both_sexes|| | type=icd10 | description=M16 Coxarthrosis [arthrosis of hip] | pops=CSA,EUR | N_AFR=71 | N_CSA=60 | N_EUR=14999 | rank_score=13.412903225806453 | containment=0.0 | exact=False","id=icd10|M17|both_sexes|| | type=icd10 | description=M17 Gonarthrosis [arthrosis of knee] | pops=EUR,MID | N_AFR=408 | N_CSA=595 | N_EAS=73 | N_EUR=24753 | N_MID=76 | rank_score=13.24035420619861 | containment=0.0 | exact=False","id=categorical|20003|both_sexes|1140865634| | type=categorical | description=Treatment/medication code | pops=CSA,EUR | N_AFR=352 | N_AMR=77 | N_CSA=636 | N_EAS=81 | N_EUR=24743 | N_MID=119 | rank_score=13.038095238095238 | containment=0.0 | exact=False",,,,,,,
D007863,Lecithin Cholesterol Acyltransferase Deficiency,1,1,0,1,False,60.08620689655172,"id=icd10|I25|both_sexes|| | type=icd10 | description=I25 Chronic ischaemic heart disease | pops=CSA,EUR | N_AFR=302 | N_AMR=52 | N_CSA=1205 | N_EAS=83 | N_EUR=31148 | N_MID=136 | rank_score=11.464614154338264 | containment=0.0 | exact=False","id=phecode|411.8|both_sexes|| | type=phecode | description=Other chronic ischemic heart disease, unspecified | pops=CSA,EAS,EUR | N_AFR=302 | N_AMR=52 | N_CSA=1205 | N_EAS=83 | N_EUR=31198 | N_MID=136 | rank_score=11.421052631578949 | containment=0.0 | exact=False","id=categorical|6162|both_sexes|1| | type=categorical | description=Types of transport used (excluding work) | pops=EUR,MID | N_AFR=3402 | N_AMR=528 | N_CSA=6115 | N_EAS=1629 | N_EUR=332978 | N_MID=942 | rank_score=11.0 | containment=0.0 | exact=False",,,,,,"id=biomarkers|30690|both_sexes||irnt | type=biomarkers | description=Cholesterol | pops=CSA,EUR | N_AFR=6212 | N_AMR=938 | N_CSA=8422 | N_EAS=2572 | N_EUR=400963 | N_MID=1500 | rank_score=60.08620689655172 | containment=1.0 | exact=False","id=biomarkers|30760|both_sexes||irnt | type=biomarkers | description=HDL cholesterol | pops=CSA,EUR | N_AFR=5754 | N_AMR=854 | N_CSA=7688 | N_EAS=2342 | N_EUR=367021 | N_MID=1364 | rank_score=36.88709677419355 | containment=0.5 | exact=False"
D007889,Leiomyoma,1,1,1,0,False,10.142857142857142,"id=categorical|20110|both_sexes|100| | type=categorical | description=Illnesses of mother | pops=AFR,CSA,EUR | N_AFR=1814 | N_AMR=365 | N_CSA=2579 | N_EAS=922 | N_EUR=160672 | N_MID=583 | rank_score=10.142857142857142 | containment=0.0 | exact=False","id=categorical|20110|both_sexes|8| | type=categorical | description=Illnesses of mother | pops=AFR,EUR | N_AFR=3097 | N_AMR=310 | N_CSA=3163 | N_EAS=966 | N_EUR=118286 | N_MID=528 | rank_score=10.142857142857142 | containment=0.0 | exact=False","id=categorical|20110|both_sexes|9| | type=categorical | description=Illnesses of mother | pops=AFR,EUR | N_AFR=1556 | N_AMR=117 | N_CSA=2418 | N_EAS=452 | N_EUR=36007 | N_MID=267 | rank_score=10.142857142857142 | containment=0.0 | exact=False",,,,,,,
D007890,Leiomyosarcoma,1,1,0,1,False,11.346681922196796,"id=categorical|2335|both_sexes|2335| | type=categorical | description=Chest pain or discomfort | pops=CSA,EUR | N_AFR=1620 | N_AMR=192 | N_CSA=1865 | N_EAS=491 | N_EUR=65852 | N_MID=363 | rank_score=11.346681922196796 | containment=0.0 | exact=False","id=categorical|20110|both_sexes|100| | type=categorical | description=Illnesses of mother | pops=AFR,CSA,EUR | N_AFR=1814 | N_AMR=365 | N_CSA=2579 | N_EAS=922 | N_EUR=160672 | N_MID=583 | rank_score=10.272727272727272 | containment=0.0 | exact=False","id=categorical|20110|both_sexes|8| | type=categorical | description=Illnesses of mother | pops=AFR,EUR | N_AFR=3097 | N_AMR=310 | N_CSA=3163 | N_EAS=966 | N_EUR=118286 | N_MID=528 | rank_score=10.272727272727272 | containment=0.0 | exact=False",,,,,,,
D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",1,1,1,0,False,39.04716981132076,"id=phecode|496.2|both_sexes|| | type=phecode | description=Chronic bronchitis | pops=CSA,EUR | N_AFR=77 | N_CSA=156 | N_EUR=11764 | rank_score=39.04716981132076 | containment=0.5 | exact=False","id=phecode|496.21|both_sexes|| | type=phecode | description=Obstructive chronic bronchitis | pops=CSA,EUR | N_AFR=74 | N_CSA=152 | N_EUR=11537 | rank_score=32.23076923076923 | containment=0.3333333333333333 | exact=False","id=phecode|411.8|both_sexes|| | type=phecode | description=Other chronic ischemic heart disease, unspecified | pops=CSA,EAS,EUR | N_AFR=302 | N_AMR=52 | N_CSA=1205 | N_EAS=83 | N_EUR=31198 | N_MID=136 | rank_score=29.26506024096385 | containment=0.3333333333333333 | exact=False",,,,,,"id=continuous|30270|both_sexes||irnt | type=continuous | description=Mean sphered cell volume | pops=AFR,CSA,EUR | N_AFR=6108 | N_AMR=926 | N_CSA=8315 | N_EAS=2582 | N_EUR=401345 | N_MID=1518 | rank_score=23.78804339111332 | containment=0.25 | exact=False","id=continuous|30120|both_sexes||irnt | type=continuous | description=Lymphocyte count | pops=CSA,EUR | N_AFR=6262 | N_AMR=949 | N_CSA=8502 | N_EAS=2630 | N_EUR=407265 | N_MID=1546 | rank_score=23.765843867729917 | containment=0.25 | exact=False"
D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",1,1,0,1,False,38.03968253968254,"id=phecode|496.2|both_sexes|| | type=phecode | description=Chronic bronchitis | pops=CSA,EUR | N_AFR=77 | N_CSA=156 | N_EUR=11764 | rank_score=38.03968253968254 | containment=0.5 | exact=False","id=phecode|411.8|both_sexes|| | type=phecode | description=Other chronic ischemic heart disease, unspecified | pops=CSA,EAS,EUR | N_AFR=302 | N_AMR=52 | N_CSA=1205 | N_EAS=83 | N_EUR=31198 | N_MID=136 | rank_score=29.922043010752688 | containment=0.3333333333333333 | exact=False","id=phecode|496.21|both_sexes|| | type=phecode | description=Obstructive chronic bronchitis | pops=CSA,EUR | N_AFR=74 | N_CSA=152 | N_EUR=11537 | rank_score=29.75 | containment=0.3333333333333333 | exact=False",,,,,,,
D007970,Leukopenia,1,1,1,0,False,12.523809523809524,"id=phecode|327.3|both_sexes|| | type=phecode | description=Sleep apnea | pops=CSA,EUR | N_AFR=127 | N_CSA=151 | N_EUR=5621 | rank_score=12.523809523809524 | containment=0.0 | exact=False","id=icd10|E66|both_sexes|| | type=icd10 | description=E66 Obesity | pops=EUR,MID | N_AFR=421 | N_CSA=362 | N_EUR=15917 | N_MID=79 | rank_score=11.86904761904762 | containment=0.0 | exact=False","id=icd10|K42|both_sexes|| | type=icd10 | description=K42 Umbilical hernia | pops=CSA,EUR | N_AFR=105 | N_CSA=90 | N_EUR=4511 | rank_score=10.916666666666666 | containment=0.0 | exact=False",,,,,,,
D008103,Liver Cirrhosis,1,1,0,1,False,12.655172413793103,"id=phecode|740|both_sexes|| | type=phecode | description=Osteoarthrosis | pops=EUR,MID | N_AFR=423 | N_AMR=53 | N_CSA=547 | N_EAS=74 | N_EUR=36073 | N_MID=86 | rank_score=12.655172413793103 | containment=0.0 | exact=False","id=categorical|1980|both_sexes|1980| | type=categorical | description=Worrier / anxious feelings | pops=CSA,EAS,EUR | N_AFR=2740 | N_AMR=508 | N_CSA=4462 | N_EAS=1214 | N_EUR=231995 | N_MID=914 | rank_score=12.27541208791209 | containment=0.0 | exact=False","id=phecode|496.21|both_sexes|| | type=phecode | description=Obstructive chronic bronchitis | pops=CSA,EUR | N_AFR=74 | N_CSA=152 | N_EUR=11537 | rank_score=11.88888888888889 | containment=0.0 | exact=False",,,,,,,
D008105,"Liver Cirrhosis, Biliary",1,1,0,1,False,13.574970484061392,"id=categorical|1940|both_sexes|1940| | type=categorical | description=Irritability | pops=CSA,EUR | N_AFR=1110 | N_AMR=270 | N_CSA=1899 | N_EAS=558 | N_EUR=112713 | N_MID=458 | rank_score=13.574970484061392 | containment=0.0 | exact=False","id=categorical|1980|both_sexes|1980| | type=categorical | description=Worrier / anxious feelings | pops=CSA,EAS,EUR | N_AFR=2740 | N_AMR=508 | N_CSA=4462 | N_EAS=1214 | N_EUR=231995 | N_MID=914 | rank_score=11.72615553925165 | containment=0.0 | exact=False","id=icd10|M16|both_sexes|| | type=icd10 | description=M16 Coxarthrosis [arthrosis of hip] | pops=CSA,EUR | N_AFR=71 | N_CSA=60 | N_EUR=14999 | rank_score=11.397683397683398 | containment=0.0 | exact=False",,,,,,,
D008175,Lung Neoplasms,1,1,0,1,False,31.811277400099023,"id=categorical|20107|both_sexes|1| | type=categorical | description=Illnesses of father | pops=AFR,CSA,EAS,EUR | N_AFR=490 | N_AMR=206 | N_CSA=2401 | N_EAS=350 | N_EUR=121257 | N_MID=295 | rank_score=31.811277400099023 | containment=0.5 | exact=False","id=categorical|20107|both_sexes|100| | type=categorical | description=Illnesses of father | pops=CSA,EUR | N_AFR=2089 | N_AMR=322 | N_CSA=2434 | N_EAS=898 | N_EUR=136194 | N_MID=537 | rank_score=31.811277400099023 | containment=0.5 | exact=False","id=categorical|20107|both_sexes|101| | type=categorical | description=Illnesses of father | pops=AFR,EUR | N_AFR=3868 | N_AMR=585 | N_CSA=6296 | N_EAS=1797 | N_EUR=276893 | N_MID=1015 | rank_score=31.811277400099023 | containment=0.5 | exact=False",,,,,,,
D008223,Lymphoma,1,1,0,1,False,10.408163265306122,"id=icd10|J45|both_sexes|| | type=icd10 | description=J45 Asthma | pops=CSA,EUR,MID | N_AFR=573 | N_AMR=64 | N_CSA=900 | N_EAS=149 | N_EUR=31030 | N_MID=139 | rank_score=10.12121212121212 | containment=0.0 | exact=False","id=categorical|1468|both_sexes|2| | type=categorical | description=Cereal type | pops=EUR,MID | N_AFR=749 | N_AMR=88 | N_CSA=1365 | N_EAS=196 | N_EUR=62649 | N_MID=171 | rank_score=9.361244019138756 | containment=0.0 | exact=False","id=categorical|1468|both_sexes|4| | type=categorical | description=Cereal type | pops=EUR,MID | N_AFR=586 | N_AMR=138 | N_CSA=866 | N_EAS=332 | N_EUR=70931 | N_MID=213 | rank_score=9.361244019138756 | containment=0.0 | exact=False",,,,,,"id=continuous|30120|both_sexes||irnt | type=continuous | description=Lymphocyte count | pops=CSA,EUR | N_AFR=6262 | N_AMR=949 | N_CSA=8502 | N_EAS=2630 | N_EUR=407265 | N_MID=1546 | rank_score=10.408163265306122 | containment=0.0 | exact=False","id=continuous|30180|both_sexes||irnt | type=continuous | description=Lymphocyte percentage | pops=CSA,EUR,MID | N_AFR=6262 | N_AMR=949 | N_CSA=8502 | N_EAS=2630 | N_EUR=407282 | N_MID=1546 | rank_score=9.655172413793103 | containment=0.0 | exact=False"
D008224,"Lymphoma, Follicular",1,1,0,1,False,11.010351966873705,"id=icd10|K44|both_sexes|| | type=icd10 | description=K44 Diaphragmatic hernia | pops=EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33359 | N_MID=139 | rank_score=10.420718816067655 | containment=0.0 | exact=False","id=icd10|K80|both_sexes|| | type=icd10 | description=K80 Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=253 | N_EAS=67 | N_EUR=16983 | rank_score=10.395577395577396 | containment=0.0 | exact=False","id=phecode|574.1|both_sexes|| | type=phecode | description=Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=255 | N_EAS=68 | N_EUR=17278 | rank_score=10.272727272727272 | containment=0.0 | exact=False",,,,,,"id=continuous|30120|both_sexes||irnt | type=continuous | description=Lymphocyte count | pops=CSA,EUR | N_AFR=6262 | N_AMR=949 | N_CSA=8502 | N_EAS=2630 | N_EUR=407265 | N_MID=1546 | rank_score=11.010351966873705 | containment=0.0 | exact=False",
D008527,Medulloblastoma,1,1,0,1,False,12.03448275862069,"id=icd10|J45|both_sexes|| | type=icd10 | description=J45 Asthma | pops=CSA,EUR,MID | N_AFR=573 | N_AMR=64 | N_CSA=900 | N_EAS=149 | N_EUR=31030 | N_MID=139 | rank_score=12.03448275862069 | containment=0.0 | exact=False","id=icd10|E66|both_sexes|| | type=icd10 | description=E66 Obesity | pops=EUR,MID | N_AFR=421 | N_CSA=362 | N_EUR=15917 | N_MID=79 | rank_score=11.726790450928382 | containment=0.0 | exact=False","id=categorical|20116|both_sexes|0| | type=categorical | description=Smoking status | pops=AFR,EAS,EUR | N_AFR=4595 | N_AMR=477 | N_CSA=6777 | N_EAS=1970 | N_EUR=227144 | N_MID=802 | rank_score=10.816091954022989 | containment=0.0 | exact=False",,,,,,,
