indication_mesh_id,indication_mesh_term_in_trails,mesh2026_preferred_term,mesh2026_entry_terms,mesh2026_n_terms,mesh2026_tree_numbers,n_pairs,n_genes,n_A,n_B,mesh2026_record_found
D020920,Dyssomnias,Dyssomnias,"Adjustment Sleep Disorder || Adjustment Sleep Disorders || Dyssomnia || Dyssomnias || Eating-Drinking Syndrome, Nocturnal || Eating-Drinking Syndromes, Nocturnal || Environmental Sleep Disorder || Environmental Sleep Disorders || Extrinsic Sleep Disorder || Extrinsic Sleep Disorders || Limit Setting Sleep Disorder || Limit-Setting Sleep Disorder || Limit-Setting Sleep Disorders || Nocturnal Eating Drinking Syndrome || Nocturnal Eating-Drinking Syndrome || Nocturnal Eating-Drinking Syndromes || Sleep Disorder, Adjustment || Sleep Disorder, Environmental || Sleep Disorder, Extrinsic || Sleep Disorder, Limit Setting || Sleep Disorder, Limit-Setting || Sleep Disorders, Adjustment || Sleep Disorders, Environmental || Sleep Disorders, Extrinsic || Sleep Disorders, Limit-Setting || Syndrome, Nocturnal Eating-Drinking || Syndromes, Nocturnal Eating-Drinking",27,C10.886.425 || F03.870.400,1,1,0,1,True
D024821,Metabolic Syndrome,Metabolic Syndrome,"Cardiometabolic Syndrome || Cardiometabolic Syndromes || Cardiovascular Syndrome, Metabolic || Cardiovascular Syndromes, Metabolic || Dysmetabolic Syndrome X || Insulin Resistance Syndrome X || Metabolic Cardiovascular Syndrome || Metabolic Syndrome || Metabolic Syndrome X || Metabolic Syndromes || Metabolic X Syndrome || Reaven Syndrome X || Syndrome X, Dysmetabolic || Syndrome X, Insulin Resistance || Syndrome X, Metabolic || Syndrome X, Reaven || Syndrome, Cardiometabolic || Syndrome, Metabolic || Syndrome, Metabolic Cardiovascular || Syndrome, Metabolic X || Syndromes, Cardiometabolic || Syndromes, Metabolic || X Syndrome, Metabolic",23,C18.452.394.968.500.570 || C18.452.625,3,3,0,3,True
D029424,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive","Airflow Obstruction, Chronic || Airflow Obstructions, Chronic || COAD || COPD || Chronic Airflow Obstruction || Chronic Airflow Obstructions || Chronic Obstructive Airway Disease || Chronic Obstructive Lung Disease || Chronic Obstructive Pulmonary Disease || Chronic Obstructive Pulmonary Diseases || Pulmonary Disease, Chronic Obstructive",11,C08.381.495.389 || C23.550.291.500.875,20,20,3,17,True
D029481,"Bronchitis, Chronic","Bronchitis, Chronic","Bronchitis, Chronic || Chronic Bronchitis",2,C01.748.099.567 || C08.127.446.567 || C08.381.495.146.567 || C08.381.495.389.500 || C08.730.099.567 || C23.550.291.500.875.750,1,1,1,0,True
D042882,Gallstones,Gallstones,"Biliary Calculi || Biliary Calculi, Common Bile Duct || Calculi, Biliary || Common Bile Duct Calculi || Common Bile Duct Gall Stone || Common Bile Duct Gall Stones || Common Bile Duct Gallstone || Common Bile Duct Gallstones || Gall Stone || Gall Stones || Gall Stones, Common Bile Duct || Gallstone || Gallstones || Gallstones, Common Bile Duct",14,C06.130.409.633 || C06.130.564.332.500 || C23.300.175.525,1,1,0,1,True
D049950,"Hyperparathyroidism, Primary","Hyperparathyroidism, Primary","Hyperparathyroidism, Primary || Hyperparathyroidisms, Primary || Primary Hyperparathyroidism || Primary Hyperparathyroidisms",4,C19.642.355.239,1,1,1,0,True
D050171,Dyslipidemias,Dyslipidemias,Dyslipidemia || Dyslipidemias || Dyslipoproteinemia || Dyslipoproteinemias,4,C18.452.584.500,5,5,3,2,True
D050197,Atherosclerosis,Atherosclerosis,Atherogeneses || Atherogenesis || Atheroscleroses || Atherosclerosis,4,C14.907.137.126.307,9,9,1,8,True
D051437,Renal Insufficiency,Renal Insufficiency,"Failure, Kidney || Failure, Renal || Failures, Kidney || Failures, Renal || Insufficiency, Kidney || Kidney Failure || Kidney Failures || Kidney Insufficiencies || Kidney Insufficiency || Renal Failure || Renal Failures || Renal Insufficiencies || Renal Insufficiency",13,C12.050.351.968.419.780 || C12.200.777.419.780 || C12.950.419.780,5,5,0,5,True
D052456,Hypoalphalipoproteinemias,Hypoalphalipoproteinemias,"Familial High Density Lipoprotein Deficiency Disease || Familial High-Density Lipoprotein Deficiency Disease || Familial Hypoalphalipoproteinemia || Familial Hypoalphalipoproteinemias || Familial alpha Lipoprotein Deficiency Disease || Familial alpha-Lipoprotein Deficiency Disease || HDL Cholesterol, Low Serum || HDL Lipoprotein Deficiency Disease || High Density Lipoprotein Deficiency Disease, Familial || High-Density Lipoprotein Deficiency Disease, Familial || Hypo alpha Lipoproteinemia || Hypo alpha Lipoproteinemias || Hypoalphalipoproteinemia || Hypoalphalipoproteinemia, Familial || Hypoalphalipoproteinemia, Primary || Hypoalphalipoproteinemias || Hypoalphalipoproteinemias, Familial || Hypoalphalipoproteinemias, Primary || Lipoprotein Deficiency Disease, HDL, Familial || Lipoproteinemia, Hypo alpha || Lipoproteinemias, Hypo alpha || Primary Hypoalphalipoproteinemias || alpha Lipoprotein Deficiency Disease, Familial || alpha Lipoproteinemia, Hypo || alpha-Lipoprotein Deficiency Disease, Familial",25,C16.320.565.398.500.330 || C18.452.584.500.875.330 || C18.452.584.563.500.330 || C18.452.648.398.500.330,1,1,0,1,True
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,"ALL, Childhood || Acute Lymphoblastic Leukemia || Acute Lymphocytic Leukemia || Acute Lymphoid Leukemia || Childhood ALL || L1 Lymphocytic Leukemia || L2 Lymphocytic Leukemia || Leukemia, Acute Lymphoblastic || Leukemia, Acute Lymphocytic || Leukemia, Acute Lymphoid || Leukemia, L1 Lymphocytic || Leukemia, L2 Lymphocytic || Leukemia, Lymphoblastic || Leukemia, Lymphoblastic, Acute || Leukemia, Lymphoblastic, Acute, L1 || Leukemia, Lymphoblastic, Acute, L2 || Leukemia, Lymphoblastic, Acute, Philadelphia-Positive || Leukemia, Lymphocytic, Acute || Leukemia, Lymphocytic, Acute, L1 || Leukemia, Lymphocytic, Acute, L2 || Leukemia, Lymphoid, Acute || Lymphoblastic Leukemia || Lymphoblastic Leukemia, Acute || Lymphoblastic Leukemia, Acute, Adult || Lymphoblastic Leukemia, Acute, Childhood || Lymphoblastic Leukemia, Acute, L1 || Lymphoblastic Leukemia, Acute, L2 || Lymphoblastic Lymphoma || Lymphocytic Leukemia, Acute || Lymphocytic Leukemia, L1 || Lymphocytic Leukemia, L2 || Lymphoid Leukemia, Acute || Lymphoma, Lymphoblastic || Precursor Cell Lymphoblastic Leukemia Lymphoma || Precursor Cell Lymphoblastic Leukemia-Lymphoma",35,C04.557.337.428.600 || C15.378.508.428.600 || C15.604.515.560.600 || C20.683.515.528.600,1,1,0,1,True
D055623,"Keratosis, Actinic","Keratosis, Actinic","Actinic Keratoses || Actinic Keratosis || Keratoses, Actinic || Keratosis, Actinic",4,C04.834.450 || C17.800.428.570,1,1,0,1,True
D055728,Primary Myelofibrosis,Primary Myelofibrosis,"Agnogenic Myeloid Metaplasia || Agnogenic Myeloid Metaplasias || Bone Marrow Fibroses || Bone Marrow Fibrosis || Chronic Idiopathic Myelofibrosis || Fibroses, Bone Marrow || Fibrosis, Bone Marrow || Idiopathic Myelofibrosis || Metaplasia, Agnogenic Myeloid || Metaplasia, Myeloid || Metaplasias, Agnogenic Myeloid || Metaplasias, Myeloid || Myelofibroses || Myelofibroses, Primary || Myelofibrosis || Myelofibrosis With Myeloid Metaplasia || Myelofibrosis, Primary || Myeloid Metaplasia || Myeloid Metaplasia, Agnogenic || Myeloid Metaplasias || Myeloid Metaplasias, Agnogenic || Myeloscleroses || Myelosclerosis || Myeloses, Nonleukemic || Myelosis, Nonleukemic || Nonleukemic Myeloses || Nonleukemic Myelosis || Primary Myelofibroses || Primary Myelofibrosis",29,C15.378.190.636.765,1,1,1,0,True
D055752,Small Cell Lung Carcinoma,Small Cell Lung Carcinoma,"Carcinoma, Small Cell Lung || Oat Cell Carcinoma of Lung || Oat Cell Lung Cancer || Small Cell Cancer Of The Lung || Small Cell Lung Cancer || Small Cell Lung Carcinoma",6,C04.588.894.797.520.109.220.624 || C08.381.540.140.750 || C08.785.520.100.220.750,1,1,0,1,True
D057135,Wet Macular Degeneration,Wet Macular Degeneration,"Degeneration, Wet Macular || Degenerations, Wet Macular || Macular Degeneration, Wet || Macular Degenerations, Wet || Wet Macular Degeneration || Wet Macular Degenerations",6,C11.768.585.439.622,2,2,0,2,True
D057180,Frontotemporal Dementia,Frontotemporal Dementia,"Complex, Disinhibition-Dementia-Parkinsonism-Amyotrophy || Complex, Disinhibition-Dementia-Parkinsonism-Amytrophy || Complices, Disinhibition-Dementia-Parkinsonism-Amyotrophy || Complices, Disinhibition-Dementia-Parkinsonism-Amytrophy || DDPAC || Dementia, Frontotemporal || Dementia, Frontotemporal Lobe || Dementia, Frontotemporal Lobe (FLDEM) || Dementia, Frontotemporal, with Parkinsonism || Dementia, GRN-Related Frontotemporal || Dementia, Hereditary Dysphasic Disinhibition || Dementia, Semantic || Dementia, Ubiquitin-Positive Frontotemporal || Dementias, Frontotemporal || Dementias, Frontotemporal Lobe || Dementias, Frontotemporal Lobe (FLDEM) || Dementias, GRN-Related Frontotemporal || Dementias, Semantic || Dementias, Ubiquitin-Positive Frontotemporal || Disease, Familial Pick's || Disease, Wilhelmsen-Lynch || Diseases, Familial Pick's || Diseases, Wilhelmsen-Lynch || Disinhibition Dementia Parkinsonism Amyotrophy Complex || Disinhibition Dementia Parkinsonism Amytrophy Complex || Disinhibition-Dementia-Parkinsonism-Amyotrophy Complex || Disinhibition-Dementia-Parkinsonism-Amyotrophy Complices || Disinhibition-Dementia-Parkinsonism-Amytrophy Complex || Disinhibition-Dementia-Parkinsonism-Amytrophy Complices || FTD-GRN || FTD-PGRN || FTDP-17 || FTLD with TDP 43 Pathology || FTLD with TDP-43 Pathology || FTLD-17 GRN || FTLD-TDP || Familial Pick Disease || Familial Pick's Disease || Familial Pick's Diseases || Familial Picks Disease || Frontotemporal Dementia || Frontotemporal Dementia with Parkinsonism || Frontotemporal Dementia with Parkinsonism 17 || Frontotemporal Dementia with Parkinsonism-17 || Frontotemporal Dementia, GRN-Related || Frontotemporal Dementia, Ubiquitin Positive || Frontotemporal Dementia, Ubiquitin-Positive || Frontotemporal Dementias || Frontotemporal Dementias, GRN-Related || Frontotemporal Dementias, Ubiquitin-Positive || Frontotemporal Lobar Degeneration With Ubiquitin Positive Inclusions || Frontotemporal Lobar Degeneration With Ubiquitin-Positive Inclusions || Frontotemporal Lobe Dementia || Frontotemporal Lobe Dementia (FLDEM) || Frontotemporal Lobe Dementias || Frontotemporal Lobe Dementias (FLDEM) || GRN Related Frontotemporal Dementia || GRN-Related Frontotemporal Dementia || GRN-Related Frontotemporal Dementias || HDDD1 || HDDD2 || Hereditary Dysphasic Disinhibition Dementia || Lobe Dementia, Frontotemporal || Lobe Dementias, Frontotemporal || Multiple System Tauopathy with Presenile Dementia || Pick's Disease, Familial || Pick's Diseases, Familial || Semantic Dementia || Semantic Dementias || Ubiquitin-Positive Frontotemporal Dementia || Ubiquitin-Positive Frontotemporal Dementias || Wilhelmsen Lynch Disease || Wilhelmsen-Lynch Disease || Wilhelmsen-Lynch Diseases",74,C10.228.140.380.266.299 || C10.574.950.300.299 || C18.452.845.800.300.299 || F03.615.400.380.299,2,2,0,2,True
D057765,Eosinophilic Esophagitis,Eosinophilic Esophagitis,"Chronic Esophagitides, Eosinophilic || Chronic Esophagitis, Eosinophilic || Eosinophilic Chronic Esophagitides || Eosinophilic Chronic Esophagitis || Eosinophilic Esophagitides || Eosinophilic Esophagitis || Esophagitides, Eosinophilic || Esophagitides, Eosinophilic Chronic || Esophagitis, Eosinophilic || Esophagitis, Eosinophilic Chronic",10,C06.405.117.620.209 || C06.405.205.663.209 || C15.378.553.231.341 || C20.543.480.356,6,6,2,4,True
D058186,Acute Kidney Injury,Acute Kidney Injury,"Acute Kidney Failure || Acute Kidney Failures || Acute Kidney Injuries || Acute Kidney Injury || Acute Kidney Insufficiencies || Acute Kidney Insufficiency || Acute Renal Failure || Acute Renal Failures || Acute Renal Injuries || Acute Renal Injury || Acute Renal Insufficiencies || Acute Renal Insufficiency || Kidney Failure, Acute || Kidney Failures, Acute || Kidney Injuries, Acute || Kidney Injury, Acute || Kidney Insufficiencies, Acute || Kidney Insufficiency, Acute || Renal Failure, Acute || Renal Failures, Acute || Renal Injuries, Acute || Renal Injury, Acute || Renal Insufficiencies, Acute || Renal Insufficiency, Acute",24,C12.050.351.968.419.780.050 || C12.200.777.419.780.050 || C12.950.419.780.050,3,3,0,3,True
D058496,Smith-Magenis Syndrome,Smith-Magenis Syndrome,"17p11.2 Monosomy || Chromosome 17p11.2 Deletion Syndrome || Smith Magenis Syndrome || Smith-Magenis Syndrome || Syndrome, Smith-Magenis",5,C10.281.900 || C16.131.077.879 || C16.131.260.887 || C16.320.180.887,1,1,1,0,True
D065626,Non-alcoholic Fatty Liver Disease,Non-alcoholic Fatty Liver Disease,"Fatty Liver, Nonalcoholic || Fatty Livers, Nonalcoholic || Liver, Nonalcoholic Fatty || Livers, Nonalcoholic Fatty || Metabolic Dysfunction-Associated Steatohepatitis || NAFLD || Non alcoholic Fatty Liver Disease || Non-alcoholic Fatty Liver Disease || Nonalcoholic Fatty Liver || Nonalcoholic Fatty Liver Disease || Nonalcoholic Fatty Livers || Nonalcoholic Steatohepatitides || Nonalcoholic Steatohepatitis || Steatohepatitides, Nonalcoholic || Steatohepatitis, Nonalcoholic",15,C06.552.241.519,1,1,0,1,True
D065631,"Rhinitis, Allergic","Rhinitis, Allergic","Allergic Rhinitides || Allergic Rhinitis || Rhinitides, Allergic || Rhinitis, Allergic",4,C08.460.799.315 || C08.674.453 || C09.603.799.315 || C20.543.480.680.443,9,9,1,8,True
