ti_uid	indication_association_similarity	target	indication_mesh_id	indication_mesh_term	historical_max_phase	active_max_phase	combined_max_phase	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	assoc_share	assoc_rank	source_name	abs_beta	abs_or	areas	genetic_insight	target_status	ab_tractable	sm_tractable	rhodop_gpcr	nuclear_receptor	enzyme	ion_channel	kinase
IL12B-D008105	0.84	IL12B	D008105	Liver Cirrhosis, Biliary		Phase II	Phase II	TRUE	TRUE			FALSE		D002761	Cholangitis	OTG		Primary biliary cholangitis	https://genetics.opentargets.org/study/GCST90061440	2021			0.470962712745225	0.76	1	0.76	1	GWAS	0.144233		digestive, signs/symptoms	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D008175	0.251	IL12B	D008175	Lung Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D008180	1	IL12B	D008180	Lupus Erythematosus, Systemic		Preclinical	Preclinical					FALSE		D008180	Lupus Erythematosus, Systemic	OTG		Systemic lupus erythematosus	https://genetics.opentargets.org/study/GCST011956	2020			0.630796207299649	0.68	1	0.68	1	GWAS		1.1060000000000003	dermatology, immune	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D008527	0.226	IL12B	D008527	Medulloblastoma		Preclinical	Preclinical					FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			oncology	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D008545	0.252	IL12B	D008545	Melanoma		Phase II	Phase II	TRUE	TRUE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D009103	1	IL12B	D009103	Multiple Sclerosis	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D009103	Multiple Sclerosis	OTG		Multiple sclerosis	https://genetics.opentargets.org/study/GCST009597	2019			0.470962712745225	0.76	1	0.76	1	GWAS		1.0877999999999999	neurology, immune	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D009369	0.332	IL12B	D009369	Neoplasms		Phase I	Phase I	TRUE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			oncology	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D010051	0.238	IL12B	D010051	Ovarian Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			oncology	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D010190	0.453	IL12B	D010190	Pancreatic Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D015212	Inflammatory Bowel Diseases	OTG		Inflammatory bowel disease [EA]	https://genetics.opentargets.org/study/GCST003043	2015			0.324450799428051	0.82	1	0.82	1	GWAS		1.13569977182033	oncology	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D010534	0.432	IL12B	D010534	Peritoneal Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D015212	Inflammatory Bowel Diseases	OTG		Inflammatory bowel disease [EA]	https://genetics.opentargets.org/study/GCST003043	2015			0.324450799428051	0.82	1	0.82	1	GWAS		1.13569977182033	oncology	omim/tcga	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D011471	0.239	IL12B	D011471	Prostatic Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D011565	1	IL12B	D011565	Psoriasis	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	FALSE	2009	D011565	Psoriasis	OTG		Psoriasis vulgaris	https://genetics.opentargets.org/study/FINNGEN_R6_L12_PSORI_VULG	2022			0.687491882062606	0.68	1	0.68	1	GWAS		1.2739980161924813	dermatology	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D012507	1	IL12B	D012507	Sarcoidosis	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D012507	Sarcoidosis	OTG		Sarcoidosis [EA]	https://genetics.opentargets.org/study/GCST005538	2015			0.357607282184655	0.68	1	0.68	1	GWAS		1.2	hematology	gwas	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D013167	1	IL12B	D013167	Spondylitis, Ankylosing	Phase III		Phase III	TRUE	TRUE	TRUE	FALSE	FALSE		D013167	Spondylitis, Ankylosing	OTG		Ankylosing spondylitis	https://genetics.opentargets.org/study/GCST001149	2011			0.694614682487938	0.76	1	0.76	1	GWAS			musculoskeletal	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D013625	1	IL12B	D013625	Takayasu Arteritis		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D013625	Takayasu Arteritis	OTG		Takayasu arteritis	https://genetics.opentargets.org/study/GCST011938	2020			0.324866831232948	0.8	1	0.8	1	GWAS			cardiovascular, dermatology	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D013921	0.516	IL12B	D013921	Thrombocytopenia	Phase I		Phase I	TRUE	FALSE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			hematology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D015179	0.687	IL12B	D015179	Colorectal Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D003093	Colitis, Ulcerative	OTG		Ulcerative colitis	https://genetics.opentargets.org/study/GCST000964	2011			0.347249317206399	0.76	1	0.76	1	GWAS		1.1199999999999999	oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D015212	1	IL12B	D015212	Inflammatory Bowel Diseases	Preclinical		Preclinical	FALSE				FALSE		D015212	Inflammatory Bowel Diseases	OTG		Inflammatory bowel disease [EA]	https://genetics.opentargets.org/study/GCST003043	2015			0.324450799428051	0.82	1	0.82	1	GWAS		1.13569977182033	digestive	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D015535	1	IL12B	D015535	Arthritis, Psoriatic	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	FALSE		D015535	Arthritis, Psoriatic	OTG		Arthropathic psoriasis	https://genetics.opentargets.org/study/FINNGEN_R6_L12_PSORI_ARTHRO	2022			0.33097126511507	0.83	1	0.83	1	GWAS		1.2453293087979873	musculoskeletal, dermatology	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D016403	0.613	IL12B	D016403	Lymphoma, Large B-Cell, Diffuse	Phase I		Phase I	TRUE	FALSE			FALSE		D012507	Sarcoidosis	OTG		Sarcoidosis [EA]	https://genetics.opentargets.org/study/GCST005538	2015			0.357607282184655	0.68	1	0.68	1	GWAS		1.2	oncology	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D016410	0.65	IL12B	D016410	Lymphoma, T-Cell, Cutaneous		Phase I	Phase I	TRUE				FALSE		D012507	Sarcoidosis	OTG		Sarcoidosis [EA]	https://genetics.opentargets.org/study/GCST005538	2015			0.357607282184655	0.68	1	0.68	1	GWAS		1.2	oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D017285	0.384	IL12B	D017285	Polymyositis		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D009103	Multiple Sclerosis	OTG		Multiple sclerosis	https://genetics.opentargets.org/study/GCST009597	2019			0.470962712745225	0.76	1	0.76	1	GWAS		1.0877999999999999	musculoskeletal, neurology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D001172	0.484	IL12RB1	D001172	Arthritis, Rheumatoid	Phase I		Phase I	TRUE	FALSE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			musculoskeletal, dermatology, immune	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D001932	0.247	IL12RB1	D001932	Brain Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		TRUE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D001943	0.483	IL12RB1	D001943	Breast Neoplasms		Phase II	Phase II	TRUE	TRUE			TRUE		D012595	Scleroderma, Systemic	OTG		Systemic sclerosis	https://genetics.opentargets.org/study/GCST009131	2019			0.219707838789618	0.68	1	0.68	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D002583	0.235	IL12RB1	D002583	Uterine Cervical Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D003424	0.24	IL12RB1	D003424	Crohn Disease	Phase I		Phase I	TRUE	FALSE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			digestive	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D005128	0.313	IL12RB1	D005128	Eye Diseases	Preclinical		Preclinical	FALSE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			ophthalmology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D005767	0.314	IL12RB1	D005767	Gastrointestinal Diseases	Preclinical		Preclinical	FALSE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			digestive	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D005909	0.233	IL12RB1	D005909	Glioblastoma	Phase II		Phase II	TRUE	TRUE	FALSE		TRUE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D006258	0.253	IL12RB1	D006258	Head and Neck Neoplasms		Phase II	Phase II	TRUE	TRUE			TRUE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D007154	0.639	IL12RB1	D007154	Immune System Diseases	Preclinical		Preclinical	FALSE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			immune	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D007239	0.331	IL12RB1	D007239	Infections	Preclinical		Preclinical	FALSE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			infection	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D007680	0.243	IL12RB1	D007680	Kidney Neoplasms	Phase I		Phase I	TRUE	FALSE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D008527	0.226	IL12RB1	D008527	Medulloblastoma	Phase II		Phase II	TRUE	TRUE	FALSE		TRUE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D008545	0.252	IL12RB1	D008545	Melanoma		Phase II	Phase II	TRUE	TRUE			TRUE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D009103	0.488	IL12RB1	D009103	Multiple Sclerosis	Phase I		Phase I	TRUE	FALSE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			neurology, immune	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D009369	0.332	IL12RB1	D009369	Neoplasms		Phase I	Phase I	TRUE				TRUE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D010051	0.238	IL12RB1	D010051	Ovarian Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D010534	0.222	IL12RB1	D010534	Peritoneal Neoplasms		Phase I	Phase I	TRUE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	omim/tcga	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D011471	0.239	IL12RB1	D011471	Prostatic Neoplasms		Phase I	Phase I	TRUE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D011565	0.472	IL12RB1	D011565	Psoriasis	Preclinical		Preclinical	FALSE				FALSE		D012595	Scleroderma, Systemic	OTG		Systemic sclerosis	https://genetics.opentargets.org/study/GCST009131	2019			0.219707838789618	0.68	1	0.68	1	GWAS			dermatology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D012120	0.266	IL12RB1	D012120	Respiration Disorders	Preclinical		Preclinical	FALSE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			respiratory	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D012878	0.501	IL12RB1	D012878	Skin Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D012595	Scleroderma, Systemic	OTG		Systemic sclerosis	https://genetics.opentargets.org/study/GCST009131	2019			0.219707838789618	0.68	1	0.68	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D015470	0.24	IL12RB1	D015470	Leukemia, Myeloid, Acute	Phase I		Phase I	TRUE	FALSE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D016403	0.441	IL12RB1	D016403	Lymphoma, Large B-Cell, Diffuse		Phase I	Phase I	TRUE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D016410	0.484	IL12RB1	D016410	Lymphoma, T-Cell, Cutaneous		Phase I	Phase I	TRUE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB1-D017099	0.412	IL12RB1	D017099	IgG Deficiency	Phase I		Phase I	TRUE	FALSE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 30, 614891 (3), Autosomal recessive	https://omim.org/entry/601604									OMIM			hematology, immune	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D001172	1	IL12RB2	D001172	Arthritis, Rheumatoid	Phase I		Phase I	TRUE	FALSE			FALSE		D001172	Arthritis, Rheumatoid	OTG		Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST010730	2020			0.146928970263602	0.85	1	0.85	1	GWAS		1.1	musculoskeletal, dermatology, immune	gwas	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D001932	0.225	IL12RB2	D001932	Brain Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.320571057754705	0.64	1	0.64	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D001943	0.486	IL12RB2	D001943	Breast Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D001528	Behcet Syndrome	OTG		Behcet's disease	https://genetics.opentargets.org/study/GCST000726	2010			0.448497854077253	0.66	1	0.66	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D002583	0.216	IL12RB2	D002583	Uterine Cervical Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.320571057754705	0.64	1	0.64	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D003424	1	IL12RB2	D003424	Crohn Disease	Phase I		Phase I	TRUE	FALSE			FALSE		D003424	Crohn Disease	OTG		Crohn disease	https://genetics.opentargets.org/study/FINNGEN_R6_K11_CROHN	2022			0.320774327660127	0.68	1	0.68	1	GWAS		1.19184198865126	digestive	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D005128	0.27	IL12RB2	D005128	Eye Diseases	Preclinical		Preclinical	FALSE				FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.320571057754705	0.64	1	0.64	1	GWAS			ophthalmology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D005767	0.559	IL12RB2	D005767	Gastrointestinal Diseases	Preclinical		Preclinical	FALSE				FALSE		D003424	Crohn Disease	OTG		Crohn disease	https://genetics.opentargets.org/study/FINNGEN_R6_K11_CROHN	2022			0.320774327660127	0.68	1	0.68	1	GWAS		1.19184198865126	digestive	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D005909	0.214	IL12RB2	D005909	Glioblastoma	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.320571057754705	0.64	1	0.64	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D006258	0.229	IL12RB2	D006258	Head and Neck Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.320571057754705	0.64	1	0.64	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D007154	0.539	IL12RB2	D007154	Immune System Diseases	Preclinical		Preclinical	FALSE				FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.320571057754705	0.64	1	0.64	1	GWAS			immune	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D007239	0.462	IL12RB2	D007239	Infections	Preclinical		Preclinical	FALSE				FALSE		D013167	Spondylitis, Ankylosing	OTG		Ankylosing spondylitis [conditioned on rs11209026, EA]	https://genetics.opentargets.org/study/GCST005529_4	2013			0.321085432355232	0.64	1	0.64	1	GWAS		1.15	infection	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D007680	0.222	IL12RB2	D007680	Kidney Neoplasms	Phase I		Phase I	TRUE	FALSE			FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.320571057754705	0.64	1	0.64	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D008527	0.209	IL12RB2	D008527	Medulloblastoma	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.320571057754705	0.64	1	0.64	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D008545	0.228	IL12RB2	D008545	Melanoma		Phase II	Phase II	TRUE	TRUE			FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.320571057754705	0.64	1	0.64	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D009103	0.626	IL12RB2	D009103	Multiple Sclerosis	Phase I		Phase I	TRUE	FALSE			FALSE		D001172	Arthritis, Rheumatoid	OTG		Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST010730	2020			0.146928970263602	0.85	1	0.85	1	GWAS		1.1	neurology, immune	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D009369	0.282	IL12RB2	D009369	Neoplasms		Phase I	Phase I	TRUE				FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.320571057754705	0.64	1	0.64	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D011565	0.474	IL12RB2	D011565	Psoriasis	Preclinical		Preclinical	FALSE				FALSE		D001528	Behcet Syndrome	OTG		Behcet's disease	https://genetics.opentargets.org/study/GCST000726	2010			0.448497854077253	0.66	1	0.66	1	GWAS			dermatology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12RB2-D012120	0.238	IL12RB2	D012120	Respiration Disorders	Preclinical		Preclinical	FALSE				FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.320571057754705	0.64	1	0.64	1	GWAS			respiratory	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
